190
13;14;405.449;1980032;307;305;-1;-1;-1;-1;475;-1;250;267.0
13;3;455.036;139034;-1;344;-1;-1;-1;-1;536;-1;282;302.0
13;7;396.698;1898122;303;301;-1;-1;-1;-1;468;-1;247;263.0
13;0;486.15;1783094;371;368;-1;-1;-1;-1;573;-1;302;322.0
13;18;511.43;998143;391;388;-1;-1;-1;-1;604;-1;318;340.0
13;19;380.169;2063881;250;248;-1;-1;-1;-1;386.5;-1;204;217.5
13;9;276.133;1007343;207;206;-1;-1;-1;-1;321;-1;169;180.0
13;17;116.676;407296;88;87;-1;-1;-1;-1;136;-1;71;76.0
13;8;544.488;837119;-1;412;-1;-1;-1;-1;-1;-1;338;360.0
13;1;150.123;1598593;114.4;113.4;-1;-1;-1;-1;176.2;-1;92.8;99.2
13;11;332.527;976457;251;249;-1;-1;-1;-1;388;-1;204;218.0
13;5;420.034;333713;-1;317;-1;-1;-1;-1;-1;-1;260;277.0
13;2;501.707;72194;383;380;-1;-1;-1;-1;592;-1;312;333.0
13;15;453.092;103572;323;320;-1;-1;-1;-1;499;-1;263;281.0
13;10;485.501666667;506130;-1;365.333333333;-1;-1;-1;-1;-1;-1;299.666666667;320.0
13;6;379.197;121562;-1;285;-1;-1;-1;-1;444;-1;234;250.0
13;4;558.1;164658;423;419;-1;-1;-1;-1;653;-1;344;367.0
13;16;507.541;170489;387;384;-1;-1;-1;-1;598;-1;315;336.0
13;12;445.313;1850598;339;336;-1;-1;-1;-1;524;-1;276;295.0
14;3;257.6595;784947;-1;194;-1;-1;-1;-1;302;-1;159;169.5
14;7;428.78425;2440173;326;323.5;-1;-1;-1;-1;503.75;-1;265.5;283.25
14;0;148.7615;1911228;112;111;-1;-1;-1;-1;172.5;-1;91;97.5
14;18;203.2105;1922515;156;154;-1;-1;-1;-1;240.5;-1;126.5;135.5
14;19;305.3025;1358401;233;231.25;-1;-1;-1;-1;360.75;624.25;189.75;202.75
14;9;194.46;1715359;150;148;-1;-1;-1;-1;231;-1;121.5;130.0
14;17;315.025;1402525;239;237;-1;-1;-1;-1;370;640;195;208.0
14;8;144.8725;1328620;-1;111;-1;-1;-1;-1;-1;-1;91;97.0
14;1;464.9539;2068391;353.4;350.6;-1;-1;-1;-1;546;-1;287.6;307.0
14;11;297.524;1781348;225;224;-1;-1;-1;-1;348;-1;183.5;196.0
14;5;355.862;1267761;-1;269;-1;-1;-1;-1;-1;-1;220.5;235.5
14;2;101.1195;170916;78;77;-1;-1;-1;-1;120;-1;63.5;67.5
14;15;265.4375;179015;203.5;202;-1;-1;-1;-1;314.5;-1;165.5;176.5
14;10;208.3965;1661397;-1;158;-1;-1;-1;-1;-1;-1;129.833333333;138.83333333333334
14;6;188.626;593580;-1;142;-1;-1;-1;-1;222;-1;117;124.5
14;4;261.5485;317659;199.5;198;-1;-1;-1;-1;308;-1;162.5;173.5
14;16;147.7895;590416;107;106;-1;-1;-1;-1;165.5;-1;87;93.5
14;12;159.457;1116640;120;119;-1;-1;-1;-1;185;-1;97.5;104.0
3;7;229.4625;742328;-1;172;-1;-1;-1;-1;268;-1;141;151.0
3;0;153.623;236509;-1;115;-1;-1;-1;-1;179;-1;94;101.0
3;18;120.565;234905;-1;91;-1;-1;-1;-1;142;-1;75;80.0
3;19;540.599;1261054;-1;408;-1;-1;-1;-1;635;-1;334.5;357.0
3;9;396.698;188845;-1;301;-1;-1;-1;-1;468;-1;247;263.0
3;17;338.36;130292;-1;257;-1;-1;-1;-1;401;-1;211;225.0
3;8;342.25;138340;-1;257;-1;-1;-1;-1;-1;-1;211;225.0
3;1;430.1454;463269;-1;324.6;-1;-1;-1;-1;505.4;-1;266;284.4
3;11;147.79;197609;-1;111;-1;-1;-1;-1;173;-1;91;97.0
3;5;132.233;308111;-1;99;-1;-1;-1;-1;-1;-1;81;87.0
3;2;256.687;103638;-1;194;-1;-1;-1;-1;302;-1;159;170.0
3;15;519.208;107719;-1;392;-1;-1;-1;-1;610;-1;321;343.0
3;10;86.2103333333;139571;-1;64.3333333333;-1;-1;-1;-1;-1;-1;53;56.666666666666664
3;6;91.396;140092;-1;67;-1;-1;-1;-1;105;-1;55;59.0
3;4;126.399;130225;-1;95;-1;-1;-1;-1;148;-1;78;83.0
3;16;392.809;132279;-1;292;-1;-1;-1;-1;455;-1;240;256.0
3;12;418.089;613334;-1;317;-1;-1;-1;-1;493;-1;260;277.0
7;0;373.3635;2378903;285;283;546.5;469.5;642.5;534.5;441;-1;232;248.0
7;18;350.028;1702557;265;263;-1;-1;-1;-1;410;-1;216;230.5
7;19;637.3425;2443583;485;481;-1;-1;-1;-1;749;-1;394.25;421.0
7;9;483.2335;2024834;367;364;-1;-1;-1;-1;567;-1;298.5;318.5
7;17;301.413;1520790;229;227.5;-1;-1;-1;-1;354.5;-1;186.5;199.5
7;8;548.3775;1385653;-1;413.5;-1;-1;-1;-1;-1;-1;339;362.0
7;1;301.0241;2443988;228.7;227.3;-1;376.9;-1;429.1;353.8;-1;186.2;199.0
7;11;132.233;1488603;100;99;191;164.5;225;186.5;154;-1;81;86.5
7;5;99.1745;528952;-1;77;-1;-1;-1;-1;-1;-1;63;67.5
7;2;464.7595;372955;353;350;676.5;581;794.5;662;545.5;-1;287;307.0
7;15;652.4135;168561;497;493;-1;-1;-1;-1;767.5;-1;404;431.5
7;10;311.784333333;1004274;-1;236;-1;-1;-1;-1;-1;-1;193.5;206.83333333333334
7;6;246.9645;619506;-1;188;-1;-1;-1;-1;293;-1;154;164.5
7;4;351.9725;279699;265;263;-1;-1;-1;-1;409.5;-1;215.5;230.0
7;16;576.574;548529;434;431;-1;-1;-1;-1;671;-1;353.5;377.5
7;12;572.685;1588289;435;431;-1;-1;-1;-1;672;-1;354;377.5
0;18;56.393;447809;44;44;-1;-1;-1;-1;68;-1;36;38.0
0;19;454.064;2062967;345;342;-1;-1;-1;-1;533;-1;280.5;300.0
0;9;334.471;1794245;255;253;-1;-1;-1;-1;395;-1;208;222.0
0;17;377.252;1011341;287;285;-1;-1;-1;-1;444;-1;234;250.0
0;8;192.515;535500;-1;146;-1;-1;-1;-1;-1;-1;120;128.0
0;1;506.3738;2074163;385.4;382.2;-1;634.4;-1;722.2;595.4;-1;313.6;334.8
0;11;260.576;1459958;200;198;382;328;449;374;308;-1;162;173.0
0;5;280.022;326913;-1;210;-1;-1;-1;-1;-1;-1;172;184.0
0;2;106.953;77489;84;83;160;138;189;157;129;-1;68;73.0
0;15;410.311;128695;311;309;-1;-1;-1;-1;481;-1;253;270.0
0;10;79.0806666667;802577;-1;59;-1;-1;-1;-1;-1;-1;48.6666666667;52.0
0;6;138.067;355120;-1;103;-1;-1;-1;-1;160;-1;84;90.0
0;4;112.787;287420;88;87;-1;-1;-1;-1;136;-1;71;76.0
0;16;252.798;246862;187;185;-1;-1;-1;-1;289;-1;152;162.0
0;12;297.524;1741266;227;226;-1;-1;-1;-1;351;-1;185;198.0
18;19;507.5405;2057563;385;382;-1;-1;-1;-1;595;-1;313.5;334.5
18;9;383.086;1082906;291;289;-1;-1;-1;-1;450;-1;237;253.0
18;17;398.643;356275;303;301;-1;-1;-1;-1;468;-1;247;263.0
18;8;243.075;317228;-1;182;-1;-1;-1;-1;-1;-1;149;159.0
18;1;516.097;2010732;392.6;389.4;-1;-1;-1;-1;606.6;-1;319.4;341.2
18;11;250.853;604478;192;190;-1;-1;-1;-1;296;-1;156;166.0
18;5;252.798;355018;-1;190;-1;-1;-1;-1;-1;-1;156;166.0
18;2;159.457;96673;124;123;-1;-1;-1;-1;191;-1;101;107.0
18;15;464.759;132162;355;352;-1;-1;-1;-1;549;-1;289;308.0
18;10;42.133;321345;-1;33;-1;-1;-1;-1;-1;-1;27;29.0
18;6;140.011;225118;-1;107;-1;-1;-1;-1;166;-1;88;94.0
18;4;58.338;268714;44;44;-1;-1;-1;-1;68;-1;36;38.0
18;16;307.247;229603;231;229;-1;-1;-1;-1;356;-1;188;200.0
18;12;353.917;1532361;271;269;-1;-1;-1;-1;419;-1;221;236.0
19;9;154.5955;1767448;118;117;-1;-1;-1;-1;181.5;-1;96;102.5
19;17;378.2245;1643542;289;287;-1;-1;-1;-1;446.5;773.5;235.5;251.0
19;8;360.723;1346724;-1;266.5;-1;-1;-1;-1;-1;-1;218.5;233.5
19;1;512.5964;2070594;372.8;369.5;-1;-1;-1;-1;575.9;-1;303.1;323.8
19;11;514.3465;1767974;391;388;-1;-1;-1;-1;604;-1;318.5;340.0
19;5;599.909;1211240;-1;453;-1;-1;-1;-1;-1;-1;371.5;397.0
19;2;384.0585;176370;293;291;-1;-1;-1;-1;453;-1;238.5;255.0
19;15;105.0085;318170;80;79;-1;-1;-1;-1;123.5;-1;65;69.0
19;10;507.5405;1788616;-1;383.333333333;-1;-1;-1;-1;-1;-1;314.5;335.5
19;6;453.092;972663;-1;340;-1;-1;-1;-1;530;-1;279;298.5
19;4;565.8785;525930;431;427;-1;-1;-1;-1;666;-1;351;374.0
19;16;275.1605;1107152;209.5;208;-1;-1;-1;-1;323.5;-1;170;182.0
19;12;188.626;1117983;142;140.5;-1;-1;-1;-1;218.5;-1;115;123.0
9;17;241.13;847562;184;182;-1;-1;-1;-1;284;-1;149;159.0
9;8;303.358;594696;-1;229;-1;-1;-1;-1;-1;-1;188;201.0
9;1;388.531;1943043;295.8;293.8;-1;-1;-1;-1;457.4;-1;240.6;257.2
9;11;359.751;1487089;275;273;-1;-1;-1;-1;425;-1;224;239.0
9;5;445.313;338313;-1;336;-1;-1;-1;-1;-1;-1;276;295.0
9;2;291.69;66928;223;222;-1;-1;-1;-1;345;-1;182;194.0
9;15;186.682;82846;144;142;-1;-1;-1;-1;222;-1;117;125.0
9;10;375.307666667;1385740;-1;282.333333333;-1;-1;-1;-1;-1;-1;231.666666667;247.33333333333334
9;6;307.247;151022;-1;233;-1;-1;-1;-1;364;-1;191;204.0
9;4;439.48;167249;335;332;-1;-1;-1;-1;518;-1;273;291.0
9;16;243.075;161229;184;182;-1;-1;-1;-1;284;-1;149;159.0
9;12;171.125;1316089;128;127;-1;-1;-1;-1;197;-1;104;111.0
