20
25;1;EDDK
31;5;EDAE;EDAY;EDAZ;EDDB;EDDT
35;1;EDFH
23;1;EDDG
51;1;EDLV
33;1;EDDW
49;1;EDLP
24;2;EDDH;EDHI
30;1;EDDR
28;1;EDDN
47;3;EDLD;EDLE;EDLW
32;1;EDDV
77;1;EDDS
20;1;EDDC
22;2;EDDF;EDFE
45;1;EDJA
70;1;EDSB
29;1;EDDP
26;1;EDDL
27;2;EDDM;EDMO
